batiment_groupe_id;geom_groupe
bdnb-bg-5U6L-8TXK-JLTA;MULTIPOLYGON (((848671.5 6594360.6,848671.6 6594361.2,848668.3 6594362.2,848667.6 6594362.4,848669.1 6594367.3,848670.4 6594371.7,848670.9 6594373.7,848674.5 6594386.6,848680.2 6594385.4,848687.6 6594383.4,848688.4 6594383.1,848689.0 6594385.2,848698.4 6594382.7,848697.9 6594380.7,848703.7 6594379.1,848703.9 6594379.0,848701.4 6594370.8,848701.9 6594366.0,848702.3 6594361.2,848699.3 6594358.2,848698.7 6594357.6,848698.1 6594357.0,848697.5 6594356.3,848695.2 6594353.5,848694.4 6594353.7,848692.1 6594354.5,848691.2 6594350.0,848690.6 6594346.6,848687.2 6594347.5,848681.4 6594349.0,848681.7 6594357.4,848676.3 6594359.1,848671.5 6594360.6)))
bdnb-bg-63UZ-LAG8-Y3UJ;MULTIPOLYGON (((842769.5 6557191.0,842738.8 6557191.9,842739.3 6557230.9,842770.5 6557229.9,842769.5 6557191.0)))
bdnb-bg-6F6L-54KL-QEUY;MULTIPOLYGON (((897743.5 6574431.7,897752.3 6574427.0,897744.5 6574412.4,897735.7 6574417.2,897743.5 6574431.7)))
bdnb-bg-6HQN-JTJ5-23TG;MULTIPOLYGON (((885857.6 6556991.1,885872.5 6556988.3,885872.0 6556986.6,885880.9 6556984.9,885881.3 6556986.6,885886.4 6556985.6,885886.0 6556983.9,885899.4 6556981.4,885899.7 6556983.2,885909.7 6556981.3,885913.3 6556999.7,885861.0 6557009.7,885857.6 6556991.1)))
bdnb-bg-6J2K-4R53-RXHF;MULTIPOLYGON (((859840.2 6573016.1,859841.1 6573013.2,859837.1 6573012.0,859836.2 6573014.7,859840.2 6573016.1)),((859867.2 6572962.8,859862.9 6572960.8,859860.6 6572965.5,859855.8 6572974.3,859857.8 6572975.1,859853.1 6572984.1,859853.5 6572984.3,859863.4 6572988.8,859863.8 6572989.0,859872.5 6572972.2,859876.5 6572974.2,859885.5 6572956.7,859904.3 6572965.5,859908.7 6572956.6,859890.0 6572947.8,859890.7 6572946.6,859895.8 6572936.7,859884.0 6572931.2,859879.0 6572941.1,859867.2 6572962.8)))
bdnb-bg-6J9U-FVTX-E3NE;MULTIPOLYGON (((887523.0 6530883.5,887518.1 6530880.9,887513.4 6530889.0,887518.0 6530891.7,887523.0 6530883.5)),((887516.2 6530824.2,887518.1 6530825.3,887525.7 6530830.2,887541.5 6530840.3,887547.9 6530830.0,887546.6 6530829.2,887552.0 6530820.4,887554.1 6530817.2,887554.9 6530813.2,887555.3 6530811.5,887554.9 6530811.2,887553.5 6530810.4,887550.1 6530808.4,887550.3 6530808.0,887537.6 6530800.3,887532.3 6530797.1,887522.3 6530814.0,887516.2 6530824.2)))
bdnb-bg-6S2F-K2MM-K128;MULTIPOLYGON (((835887.1 6539589.2,835900.0 6539588.4,835900.9 6539601.6,835901.2 6539606.5,835901.4 6539611.1,835888.6 6539612.0,835887.1 6539589.2)))
bdnb-bg-768C-1N9S-MYDS;MULTIPOLYGON (((904720.1 6578445.5,904687.0 6578468.9,904669.7 6578444.9,904693.4 6578427.9,904702.8 6578421.2,904720.1 6578445.5)))
bdnb-bg-77MT-32KP-U1XU;MULTIPOLYGON (((871356.4 6572054.8,871356.2 6572048.8,871341.4 6572049.3,871341.4 6572047.7,871341.1 6572040.4,871320.9 6572041.1,871321.3 6572048.4,871322.5 6572073.5,871357.1 6572072.6,871356.7 6572063.1,871356.6 6572059.6,871356.4 6572054.8)))
bdnb-bg-7CS3-YV9X-EPEU;MULTIPOLYGON (((895208.9 6551872.0,895209.7 6551875.8,895208.8 6551876.0,895202.1 6551877.5,895202.4 6551878.7,895204.3 6551878.4,895205 6551882,895203.3 6551882.4,895203.2 6551882.9,895196.1 6551884.4,895191.3 6551885.5,895189.2 6551876.6,895198.6 6551874.4,895204.0 6551873.1,895208.3 6551872.2,895208.9 6551872.0)))
bdnb-bg-7FS1-3TRZ-59AM;MULTIPOLYGON (((869271.5 6565698.3,869275.6 6565697.5,869278.2 6565710.0,869312.9 6565703.3,869307.8 6565677.7,869269.0 6565685.5,869271.5 6565698.3)))
bdnb-bg-7H3L-UP2Y-NVC2;MULTIPOLYGON (((851793.1 6526888.1,851788.1 6526886.1,851786.4 6526889.2,851783.7 6526888.1,851778.3 6526896.0,851783.5 6526900.0,851793.1 6526888.1)),((851785.9 6526878.7,851788.8 6526880.5,851786.5 6526884.0,851787.8 6526884.6,851791.0 6526878.7,851792.2 6526876.5,851788.7 6526874.3,851788.3 6526874.8,851785.9 6526878.7)))
bdnb-bg-7H7G-CJK2-ZQ93;MULTIPOLYGON (((933199.0 6577597.4,933196.1 6577595.1,933194.4 6577587.5,933174.6 6577591.8,933176.4 6577599.0,933173.2 6577599.9,933177.2 6577617.3,933181.6 6577635.8,933184.6 6577635.1,933186.2 6577641.8,933205.8 6577637.7,933204.1 6577631.0,933205.8 6577627.3,933204.2 6577620.4,933202.0 6577620.8,933200.1 6577612.5,933198.2 6577604.1,933200.4 6577603.6,933199.0 6577597.4)))
bdnb-bg-7HK8-119F-RUVR;MULTIPOLYGON (((881528.5 6542125.0,881520.1 6542129.9,881531.9 6542139.2,881540.2 6542133.9,881528.5 6542125.0)),((881557.1 6542125.3,881561.6 6542122.6,881562.8 6542121.9,881564.8 6542120.7,881565.3 6542120.4,881572.1 6542116.3,881575.8 6542114.0,881569.5 6542104.1,881563.6 6542103.2,881537.6 6542118.7,881532.5 6542121.8,881534.6 6542125.2,881535.0 6542125.2,881539.8 6542122.2,881545.7 6542132.2,881557.1 6542125.3)))
bdnb-bg-7MC2-NB3X-8TCW;MULTIPOLYGON (((896714.0 6571931.9,896716.3 6571940.5,896717.1 6571943.4,896721.2 6571942.4,896722.5 6571947.3,896722.2 6571947.4,896720.3 6571947.9,896722.4 6571956.2,896723.3 6571960.3,896732.6 6571963.5,896736.3 6571965.7,896745.5 6571963.3,896744.2 6571958.1,896746.5 6571957.5,896751.2 6571949.3,896754.5 6571948.5,896756.4 6571948.0,896754.0 6571938.7,896752.1 6571939.2,896748.9 6571940.0,896740.6 6571935.1,896735.8 6571936.4,896736.1 6571937.4,896732.0 6571938.5,896727.6 6571945.9,896726.4 6571946.3,896725.1 6571941.4,896727.9 6571936.7,896726.0 6571929.7,896721.3 6571926.9,896713.3 6571929.0,896714.0 6571931.9),(896722.7 6571956.1,896724.3 6571955.7,896722.4 6571956.2,896722.7 6571956.1)))
bdnb-bg-7R27-BC1A-CE33;MULTIPOLYGON (((852093.6 6539364.9,852074.7 6539379.4,852072.3 6539381.3,852037.4 6539336.2,852032.1 6539340.2,852018.0 6539322.1,852001.9 6539334.6,852037.6 6539380.7,852033.4 6539384.0,852042.9 6539396.1,852047.1 6539392.9,852051.7 6539389.3,852054.1 6539392.3,852052.3 6539393.8,852054.4 6539396.5,852056.3 6539395.0,852061.8 6539402.0,852056.6 6539406.0,852081.8 6539438.0,852087 6539434,852093.0 6539441.7,852109.4 6539428.8,852128.6 6539452.9,852132.2 6539449.8,852129.8 6539446.6,852130.5 6539446.0,852114.4 6539424.9,852130.5 6539412.3,852109.8 6539385.7,852105.8 6539380.6,852093.6 6539364.9)),((852151.5 6539409.6,852153.3 6539406.6,852153.9 6539407.3,852155.7 6539404.7,852152.3 6539402.2,852150.4 6539404.7,852150.9 6539405.2,852149.1 6539407.8,852151.5 6539409.6)),((852300.1 6539539.4,852285.7 6539558.2,852287.6 6539559.8,852260.2 6539595.2,852274.6 6539606.5,852304.4 6539568.4,852300.9 6539565.7,852313.2 6539549.8,852300.1 6539539.4)))
bdnb-bg-7RG9-ZCED-52U2;MULTIPOLYGON (((878669.0 6557769.6,878669.6 6557776.7,878670.1 6557783.6,878680.0 6557782.9,878679.4 6557775.8,878678.5 6557764.9,878678.0 6557759.7,878666.9 6557760.8,878662.3 6557761.2,878657.5 6557761.7,878658.2 6557770.7,878669.0 6557769.6)),((878834.3 6557878.5,878836.6 6557886.5,878841.9 6557885.2,878839.0 6557874.3,878842.8 6557888.4,878849.5 6557886.6,878845.9 6557872.5,878843.7 6557864.3,878840.7 6557852.6,878833.7 6557854.4,878836.8 6557866.1,878837.875590931 6557870.10902074,878833.3 6557871.8,878835.3 6557878.3,878834.3 6557878.5)))
bdnb-bg-7T9H-BSSD-GD89;MULTIPOLYGON (((936326.9 6582253.9,936327.1 6582253.8,936328.8 6582251.9,936331 6582254,936330.6 6582254.5,936332.4 6582256.2,936335.3 6582253.0,936333.7 6582251.4,936333.3 6582251.8,936331.0 6582249.5,936343.0 6582236.4,936336.5 6582230.4,936336.1 6582230.7,936333.7 6582228.5,936333.0 6582229.2,936330.9 6582231.3,936333.5 6582233.7,936322.2 6582245.9,936320.4 6582248.0,936326.9 6582253.9)),((936331.8 6582142.9,936345.1 6582155.6,936343.2 6582157.7,936356.6 6582169.2,936360.1 6582165.4,936375.6 6582178.6,936382.5 6582170.8,936369.5 6582159.0,936382.8 6582144.1,936368.2 6582130.8,936352.1 6582147.3,936338.9 6582135.6,936331.8 6582142.9)),((936390.3 6582147.0,936397.4 6582153.0,936399 6582152,936412.4 6582138.2,936407.5 6582134.5,936418.5 6582124.2,936413.9 6582119.3,936401.9 6582108.3,936385.9 6582125.5,936389.5 6582128.3,936383.7 6582133.8,936393.8 6582143.4,936390.3 6582147.0)))
bdnb-bg-7TFZ-GU6Z-EPPW;MULTIPOLYGON (((904147.6 6576927.2,904149.0 6576926.5,904146.5 6576921.3,904144.8 6576917.7,904143.5 6576918.3,904138.2 6576907.0,904137.9 6576906.4,904137.7 6576905.8,904137.6 6576905.1,904137.5 6576904.5,904137.4 6576903.8,904137.4 6576903.2,904137.5 6576902.5,904137.6 6576901.9,904137.7 6576901.3,904137.9 6576900.6,904138.1 6576900.0,904138.4 6576899.5,904138.8 6576898.9,904139.1 6576898.4,904139.5 6576897.9,904140.0 6576897.4,904140.5 6576896.9,904141.0 6576896.5,904141.5 6576896.2,904142.1 6576895.9,904150.3 6576891.8,904155.2 6576901.4,904160.6 6576911.7,904163.8 6576917.9,904164.2 6576918.7,904154.1 6576924.1,904155.5 6576927.0,904149.0 6576930.1,904147.6 6576927.2)))
bdnb-bg-7WTC-4NPX-U1CA;MULTIPOLYGON (((873569.8 6584772.5,873572.5 6584779.2,873592.8 6584771.4,873602.8 6584796.8,873600.9 6584797.5,873600.1 6584798.9,873601.2 6584801.6,873602.7 6584802.1,873604.6 6584801.4,873605.7 6584804.3,873612.6 6584801.6,873612.9 6584802.4,873616.1 6584801.2,873615.8 6584800.3,873621.9 6584797.9,873618.0 6584788.2,873611.9 6584790.6,873610.2 6584786.2,873612.1 6584785.5,873610.1 6584780.2,873608.1 6584781.0,873601.8 6584764.9,873611.2 6584761.3,873609.5 6584756.7,873601.0 6584760.3,873600.1 6584760.7,873598.9 6584761.2,873590.5 6584764.6,873590.2 6584764.7,873569.8 6584772.5)))
bdnb-bg-7ZNY-Z19Z-44H5;MULTIPOLYGON (((881246.0 6537403.2,881230.9 6537369.2,881248.2 6537361.6,881263.3 6537395.7,881246.0 6537403.2)))
bdnb-bg-84EV-JCEF-9WDS;MULTIPOLYGON (((871038.1 6570895.9,871046.3 6570867.5,871078.2 6570876.4,871070.4 6570905.0,871038.1 6570895.9)))
bdnb-bg-84ZN-92X1-YHD1;MULTIPOLYGON (((839574.3 6549901.9,839588.0 6549906.3,839596.3 6549881.2,839583.2 6549876.9,839574.3 6549901.9)))
bdnb-bg-851W-4SJA-UQ6N;MULTIPOLYGON (((908367.3 6547753.6,908366.9 6547754.8,908371.6 6547755.5,908375.7 6547756.2,908379.0 6547747.4,908388.9 6547751.2,908393.3 6547736.9,908383.7 6547733.8,908384.1 6547732.7,908373.9 6547728.8,908368.9 6547742.3,908370.7 6547743.1,908368.3 6547749.3,908366.8 6547753.4,908367.3 6547753.6)))
bdnb-bg-87LH-4SAG-JS15;MULTIPOLYGON (((903334.3 6575229.7,903335.7 6575241.9,903352.3 6575240.6,903360.1 6575240.0,903359.1 6575228.1,903355.6 6575228.2,903354.9 6575215.1,903353.9 6575215.3,903353.5 6575212.4,903361.6 6575209.4,903356.8 6575197.5,903355.8 6575197.8,903355.0 6575195.9,903352.9 6575196.7,903353.7 6575198.7,903352.9 6575199.0,903343.4 6575175.6,903335.1 6575179.0,903349.9 6575215.9,903351.0 6575227.7,903334.3 6575229.7)))
bdnb-bg-8ENS-U5BM-BDBA;MULTIPOLYGON (((851660.6 6538794.6,851657.4 6538794.4,851657.4 6538796.5,851660.6 6538796.6,851660.6 6538794.6)))
bdnb-bg-8FTN-B4EK-ZJUV;MULTIPOLYGON (((881501.7 6535075.0,881546.4 6535077.5,881547.7 6535057.1,881503.1 6535055.0,881501.7 6535075.0)),((881568.155571894 6535048.93304137,881568.33190615 6535043.46927045,881570.796740516 6535043.48579057,881570.8 6535043.3,881567.1 6535043.3,881566.9 6535048.9,881568.155571894 6535048.93304137)))
bdnb-bg-8QGA-3C2K-NX8T;MULTIPOLYGON (((898861.381355671 6566463.13488115,898872.806194185 6566466.4524339,898875.007683789 6566467.0797528,898875.5 6566465.2,898872.8 6566464.5,898877.3 6566450.2,898865.2 6566446.6,898861.4 6566461.1,898861.882181283 6566461.24380845,898861.381355671 6566463.13488115)))
bdnb-bg-8UEV-KYHX-578N;MULTIPOLYGON (((879322.2 6541992.0,879323.2 6541994.9,879324.1 6541994.7,879324.8 6541996.8,879330.7 6541995.1,879329.9 6541992.4,879328.9 6541992.7,879328.1 6541990.1,879327.0 6541990.5,879326.3 6541988.1,879320.2 6541990.2,879321.0 6541992.6,879322.2 6541992.0)),((879337.1 6541979.4,879333.1 6541974.3,879322.9 6541982.1,879326.7 6541987.2,879337.1 6541979.4)),((879327.1 6541999.1,879338.7 6542013.8,879341.2 6542011.7,879342.4 6542013.2,879344.7 6542011.2,879331.9 6541995.0,879327.1 6541999.1)),((879345.2 6542023.0,879346.3 6542022.5,879346.9 6542025.2,879353.2 6542023.3,879352.3 6542020.7,879351.5 6542021.1,879350.7 6542018.7,879349.6 6542019.0,879348.6 6542016.5,879342.5 6542018.5,879343.2 6542020.7,879344.4 6542020.5,879345.2 6542023.0)),((879367.5 6542013.3,879372.8 6542009.3,879376.3 6542006.6,879376.7 6542007.0,879372.5 6542010.2,879371.2 6542011.3,879372.0 6542012.2,879383.6 6542027.6,879409.1 6542008.9,879398.7 6541995.3,879396.3 6541992.0,879392.9 6541994.6,879383.4 6542001.9,879382.9 6542001.3,879383.3 6542001.0,879377.3 6541993.2,879370.9 6541984.8,879355 6541997,879358.1 6542001.0,879354.5 6542003.8,879359.6 6542010.4,879363.2 6542007.7,879367.5 6542013.3)))
bdnb-bg-8UTH-7YVY-MU1N;MULTIPOLYGON (((904539.5 6583598.3,904546.4 6583615.6,904546.6 6583615.6,904553.2 6583613.1,904546.3 6583595.5,904539.5 6583598.3)))
bdnb-bg-8ZSV-DD9H-8EQY;MULTIPOLYGON (((864958.0 6597903.1,864966.5 6597902.6,864964.8 6597884.7,864948.1 6597886.3,864949.6 6597902.5,864949.7 6597903.6,864958.0 6597903.1)))
bdnb-bg-92C6-ZNWU-KG94;MULTIPOLYGON (((904582.9 6578012.4,904604.1 6578000.3,904620.7 6578029.4,904599.4 6578041.4,904582.9 6578012.4)))
bdnb-bg-96TC-XZ25-K1W2;MULTIPOLYGON (((908327.9 6519638.5,908338.0 6519638.5,908338.0 6519624.6,908338.1 6519618.4,908328.0 6519618.5,908328.0 6519624.7,908327.9 6519638.5)))
bdnb-bg-96W1-3BPV-UJPV;MULTIPOLYGON (((874600.2 6559232.1,874606.1 6559226.0,874615.9 6559216.1,874611.9 6559211.6,874602.2 6559221.1,874595.2 6559227.9,874600.2 6559232.1)))
bdnb-bg-9A3F-XQ1D-FYB8;MULTIPOLYGON (((904152.2 6577080.3,904143.0 6577086.2,904142.8 6577086.3,904145.5 6577090.6,904144.7 6577091.2,904146.1 6577093.6,904147.1 6577093.2,904150 6577098,904159.5 6577092.2,904152.2 6577080.3)))
bdnb-bg-9ACG-V8NC-6D33;MULTIPOLYGON (((870064.6 6536224.8,870063.7 6536226.7,870060.5 6536233.4,870058.7 6536237.3,870067.8 6536241.5,870073.9 6536229.0,870064.6 6536224.8)))
bdnb-bg-9EMX-L53H-RLJP;MULTIPOLYGON (((903880.0 6526265.9,903870.3 6526265.5,903870.9 6526271.4,903871.1 6526274.7,903884.7 6526273.2,903884.7 6526271.8,903889.6 6526272.6,903889.7 6526272.6,903892.8 6526260.6,903895.2 6526253.0,903885.2 6526250.9,903883.8 6526254.3,903880.1 6526254.2,903880.7 6526258.8,903880.0 6526265.9)))
bdnb-bg-9EUR-6DDZ-E56W;MULTIPOLYGON (((877523.2 6568073.0,877552.9 6568081.0,877557.6 6568063.2,877528.0 6568055.3,877523.2 6568073.0)))
bdnb-bg-9PRK-D83T-FHQ9;MULTIPOLYGON (((875941.4 6563463.5,875951.9 6563444.7,875939.6 6563437.2,875935.7 6563444.7,875934.7 6563443.9,875928.3 6563456.6,875941.4 6563463.5)))
bdnb-bg-9QQE-A9PW-CHDF;MULTIPOLYGON (((904423.5 6576427.4,904414.5 6576416.9,904410.7 6576412.5,904410.5 6576412.6,904407.2 6576415.1,904406.8 6576415.4,904400.2 6576420.5,904389.9 6576428.5,904388.2 6576429.8,904386.4 6576431.2,904386.2 6576431.4,904379.5 6576436.5,904375.8 6576439.4,904369.2 6576444.5,904381.6 6576463.0,904386.9 6576470.7,904391.2 6576467.8,904394.1 6576465.7,904393.5 6576464.9,904417.6 6576446.6,904421.8 6576443.3,904422.8 6576442.5,904426.2 6576446.5,904421.8 6576450.6,904434.6 6576464.6,904447.2 6576452.1,904438.1 6576441.8,904441.2 6576439.2,904438.2 6576435.7,904435.2 6576438.5,904433.9 6576439.6,904429.6 6576434.5,904423.5 6576427.4)))
bdnb-bg-9VZ2-UKRR-NZ3A;MULTIPOLYGON (((870431.9 6567842.8,870440.0 6567858.4,870426.9 6567865.2,870434.9 6567880.8,870433.7 6567890.7,870425.2 6567895.1,870413.5 6567872.1,870405.4 6567856.2,870431.9 6567842.8)))
bdnb-bg-9W44-RB5A-AWBS;MULTIPOLYGON (((871256 6596713,871253.3 6596714.8,871255.4 6596718.2,871258.1 6596716.5,871262.6 6596723.6,871271.9 6596717.8,871258.7 6596696.5,871269.7 6596689.6,871266.1 6596683.7,871257.0 6596689.3,871256.2 6596689.8,871245.7 6596696.4,871256 6596713)))
bdnb-bg-9W9C-CX23-7FAT;MULTIPOLYGON (((853767.6 6569826.2,853768.3 6569821.9,853772.2 6569822.5,853780.6 6569768.9,853788.2 6569719.3,853758.9 6569714.8,853751.1 6569764.7,853742.8 6569818.0,853742.1 6569822.4,853729.4 6569820.4,853720.8 6569876.1,853759.0 6569881.9,853767.6 6569826.2)),((853776.4 6569824.7,853786.1 6569825.5,853793.5 6569777.7,853784.5 6569775.7,853776.4 6569824.7)),((853785.5 6569770.4,853794.6 6569771.9,853802.4 6569723.8,853793.4 6569721.3,853785.5 6569770.4)),((853789.3 6569828.5,853797.8 6569829.8,853805.8 6569780.9,853797.1 6569779.2,853789.3 6569828.5)),((853776.0 6569828.4,853772.3 6569827.8,853757.8 6569922.9,853757.407514631 6569925.53525891,853769.340263528 6569921.69522648,853774.45976268 6569919.91388829,853786.098849831 6569930.74331508,853786.2 6569930.1,853801.0 6569832.1,853776.0 6569828.4)),((853808.6 6569780.0,853801.2 6569827.5,853833.3 6569833.0,853841.2 6569785.4,853808.6 6569780.0)))
bdnb-bg-A1RW-894A-CBYV;MULTIPOLYGON (((891022.8 6523336.2,891026.8 6523332.3,891018.7 6523323.7,891026.1 6523317.7,891021.8 6523312.8,891021.2 6523313.3,891009.9 6523322.7,891022.8 6523336.2)),((891033.1 6523325.7,891027.4 6523331.7,891028.4 6523332.7,891031.5 6523336.0,891034.8 6523332.9,891035.2 6523332.5,891037.4 6523330.4,891033.1 6523325.7)))
bdnb-bg-A4K1-5QHK-3ET4;MULTIPOLYGON (((909562.3 6517173.7,909565.0 6517174.6,909567.0 6517175.3,909567.464910091 6517173.82074062,909566.362705812 6517173.42820838,909566.412734158 6517172.41876275,909562.981194722 6517171.247699,909562.3 6517173.7)))
bdnb-bg-A745-H74K-JHF4;MULTIPOLYGON (((904697.1 6583661.3,904708.4 6583689.7,904709.0 6583689.7,904709.9 6583692.1,904710.1 6583692.4,904716 6583690,904715.9 6583689.6,904714.9 6583687.3,904715.4 6583687.2,904705.8 6583663.5,904702.1 6583659.1,904697.1 6583661.3)),((904714.7 6583674.2,904720.9 6583690.0,904721.9 6583689.5,904723.5 6583693.5,904723.8 6583693.8,904729.7 6583691.1,904721.5 6583671.4,904714.7 6583674.2)))
bdnb-bg-AEV4-V4DU-959R;MULTIPOLYGON (((866959.1 6575694.9,866959.1 6575694.5,866885.8 6575697.1,866843.8 6575698.5,866845 6575753,866960.9 6575750.0,866959.1 6575694.9)),((867128.8 6575693.1,867062.2 6575692.6,867063.5 6575747.0,867129.1 6575748.0,867129.8 6575739.9,867128.8 6575693.1)),((867137.3 6575638.9,867127.6 6575639.2,867128.4 6575663.2,867161.3 6575663.1,867160.3 6575638.5,867149.7 6575638.7,867150.0 6575643.3,867137.5 6575643.5,867137.3 6575638.9)),((867185.0 6575683.4,867172.6 6575683.3,867172.6 6575694.6,867185.2 6575695.0,867185.0 6575683.4)),((867216.0 6575682.1,867216.0 6575684.1,867220.5 6575684.2,867220.4 6575682.2,867216.0 6575682.1)))
bdnb-bg-AGJ3-68CG-QZRQ;MULTIPOLYGON (((893998.7 6547915.6,894014.6 6547920.0,894017.8 6547898.8,894001.8 6547896.9,893998.7 6547915.6)))
bdnb-bg-AJMC-K887-ZA8P;MULTIPOLYGON (((864410.0 6557317.2,864408.8 6557335.9,864418.6 6557336.6,864458.5 6557339.4,864459.9 6557320.9,864420.0 6557317.9,864410.0 6557317.2)))
bdnb-bg-AQ35-JKZX-DD1E;MULTIPOLYGON (((872344.4 6569878.8,872346.4 6569881.9,872343.6 6569883.7,872341.7 6569880.7,872344.4 6569878.8)))
bdnb-bg-AQUR-FR98-CUUA;MULTIPOLYGON (((904670.1 6577800.8,904660.7 6577808.4,904672 6577822,904695.9 6577802.5,904697.9 6577804.8,904702.8 6577800.8,904700.6 6577798.1,904699.1 6577799.5,904694.6 6577794.0,904696.5 6577792.2,904694.1 6577789.2,904692.1 6577790.9,904686.8 6577784.7,904671.1 6577797.6,904672.4 6577799.0,904670.1 6577800.8)))
bdnb-bg-B5LB-YLPW-8PLD;MULTIPOLYGON (((866766.676160288 6568234.69291405,866768.090925848 6568232.24246821,866770.92045697 6568232.24246821,866772.335222531 6568234.69291405,866770.92045697 6568237.14335988,866768.090925848 6568237.14335988,866766.676160288 6568234.69291405)))
bdnb-bg-BAZY-C237-ZYNP;MULTIPOLYGON (((876849.0 6562195.4,876847.6 6562210.6,876858.334587151 6562211.62234163,876858.443579511 6562211.29500332,876859.662744852 6562196.44026779,876849.0 6562195.4)))
bdnb-bg-BBAZ-AX3S-ZU4J;MULTIPOLYGON (((908366.1 6519812.8,908365.8 6519873.6,908394.6 6519873.3,908394.4 6519813.1,908366.1 6519812.8)))
bdnb-bg-BK7G-SVKS-U97B;MULTIPOLYGON (((935164.7 6586010.5,935166.1 6586021.2,935176.4 6586018.9,935174.9 6586008.4,935164.7 6586010.5)))
bdnb-bg-BKBE-NC2S-68DQ;MULTIPOLYGON (((871031.7 6569707.0,871031.7 6569694.0,871044.7 6569694.0,871044.7 6569707.1,871031.7 6569707.0)))
bdnb-bg-BPUX-6P3K-L7R2;MULTIPOLYGON (((881938.8 6545218.3,881938.2 6545225.0,881952.3 6545226.5,881952.2 6545227.8,881957.1 6545228.3,881956.9 6545230.4,881954.4 6545230.1,881953.3 6545240.0,881953.8 6545240.1,881953.4 6545244.3,881952.9 6545244.2,881952.0 6545253.4,881978.0 6545256.1,881978.1 6545254.3,881978.8 6545254.4,881981.1 6545254.7,881980.9 6545256.4,881989.4 6545257.3,881990.0 6545251.9,881990.4 6545248.1,881984.9 6545247.5,881986.5 6545231.4,881992.1 6545231.9,881993.1 6545222.0,881987.6 6545221.4,881988.8 6545209.5,881994.4 6545210.0,881995.1 6545203.4,881979.8 6545201.9,881978.3 6545215.8,881981.9 6545216.2,881980.3 6545230.6,881966.6 6545229.1,881967.8 6545217.0,881962.1 6545216.4,881961.8 6545219.1,881954.1 6545218.3,881954.4 6545215.6,881948.1 6545215.0,881947.8 6545217.6,881938.9 6545216.7,881938.8 6545218.3),(881979.8 6545233.0,881978.4 6545246.9,881961.8 6545245.1,881962.2 6545241.0,881965.0 6545241.3,881966.0 6545231.6,881979.8 6545233.0)),((881988.6 6545273.4,881989.2 6545267.3,881989.6 6545263.7,881983.4 6545263.1,881982.4 6545272.4,881988.6 6545273.4)))
bdnb-bg-C3L4-4RWU-KE9J;MULTIPOLYGON (((941006.0 6588516.8,941004.2 6588517.9,941005.8 6588520.9,941007.7 6588519.9,941006.0 6588516.8)),((941004 6588491,941003.1 6588489.4,940998.8 6588490.9,940999.8 6588493.9,940998.4 6588495.0,941004.8 6588504.3,941018.5 6588494.8,941016.7 6588492.5,941018 6588492,941018.3 6588491.7,941016.0 6588485.1,941012.6 6588486.3,941011.9 6588485.5,941008.6 6588487.7,941004 6588491)),((941032.2 6588473.3,941029.6 6588465.7,941023.0 6588468.1,941025.6 6588475.5,941032.2 6588473.3)),((941035.2 6588481.6,941032.7 6588474.5,941026.0 6588476.7,941029.2 6588485.7,941035.2 6588481.6)),((941171.6 6588515.9,941176.4 6588509.8,941165.1 6588501.0,941165.3 6588500.6,941155.8 6588493.4,941155.5 6588493.6,941147.7 6588487.6,941142.9 6588493.6,941150.8 6588499.6,941150.3 6588500.3,941160.0 6588507.8,941160.5 6588507.3,941171.6 6588515.9)))
bdnb-bg-C48N-2Q3U-TLCZ;MULTIPOLYGON (((932921.4 6576152.9,932917.7 6576155.3,932915.7 6576152.2,932910.7 6576155.6,932909.7 6576160.7,932912.5 6576164.9,932913.4 6576164.4,932917.1 6576169.9,932916.3 6576170.5,932919.1 6576174.7,932924.2 6576175.7,932929.1 6576172.5,932927.1 6576169.4,932930.7 6576167.0,932927.6 6576162.2,932926.1 6576163.2,932924.7 6576161.1,932923.1 6576158.6,932924.6 6576157.6,932921.4 6576152.9)),((932940.2 6576172.2,932940.2 6576167.2,932935.2 6576167.2,932935.2 6576172.2,932940.2 6576172.2)))
bdnb-bg-C4VN-3DRC-EB9N;MULTIPOLYGON (((842326.8 6546152.3,842342.5 6546153.5,842344.1 6546133.1,842344.9 6546123.6,842329.1 6546122.6,842328.4 6546131.8,842326.8 6546152.3)))
bdnb-bg-CTF3-341E-N1WY;MULTIPOLYGON (((837804.956448346 6539398.2339648,837805.491586409 6539410.59795042,837802.663060849 6539417.17783241,837807.8 6539417.1,837808.0 6539409.5,837809.8 6539409.4,837809.342328158 6539398.14127267,837804.956448346 6539398.2339648)))
bdnb-bg-CX9M-HECY-2LN3;MULTIPOLYGON (((888403.0 6537197.4,888399.2 6537187.9,888396.9 6537188.8,888396.1 6537186.8,888394.5 6537182.5,888391.5 6537183.5,888390.3 6537183.9,888384.4 6537186.2,888386.8 6537192.5,888386.0 6537192.9,888387.4 6537196.2,888389.7 6537195.3,888390.7 6537194.9,888393.2 6537201.1,888393.3 6537201.3,888397.0 6537199.8,888403.0 6537197.4)),((888410.7 6537183.2,888428.1 6537171.5,888424.4 6537165.8,888427.2 6537164.0,888426.2 6537162.2,888403.8 6537176.9,888404.9 6537178.6,888407.0 6537177.4,888410.7 6537183.2)))
