batiment_groupe_id;geom_groupe
bdnb-bg-P6M8-XRWF-WNTB;MULTIPOLYGON (((223355.1 6755734.7,223353.3 6755748.2,223358.1 6755749.0,223357.4 6755753.6,223372.3 6755755.1,223375.4 6755755.4,223387.8 6755756.6,223397.6 6755757.6,223400.5 6755757.9,223402.9 6755758.2,223405.0 6755739.9,223399.6 6755739.2,223389.7 6755738.5,223374.4 6755736.8,223366.5 6755735.9,223355.1 6755734.7)))
bdnb-bg-P7H6-DMWS-LYHG;MULTIPOLYGON (((266822.3 6745210.9,266825.2 6745211.4,266825.8 6745207.6,266826.4 6745204.6,266823.4 6745204.2,266822.9 6745207.1,266822.3 6745210.9)),((266829.2 6745222.5,266830.9 6745222.8,266830.1 6745227.2,266838.0 6745228.5,266840.8 6745213.1,266830.3 6745211.1,266829.5 6745215.1,266821.8 6745213.7,266822.0 6745212.4,266809 6745210,266807.8 6745215.4,266804.3 6745219.0,266807.1 6745219.6,266806.8 6745221.3,266801.6 6745220.2,266799.6 6745221.9,266797.3 6745221.6,266796.5 6745226.1,266793.0 6745229.2,266796.1 6745229.8,266795.8 6745231.6,266790.2 6745230.6,266787.7 6745233.2,266785.8 6745232.7,266785.5 6745234.9,266782.7 6745237.8,266857.3 6745252.0,266859.2 6745241.6,266850.3 6745240.0,266846.9 6745239.3,266845.4 6745239.1,266845.9 6745236.0,266840.0 6745234.9,266839.6 6745237.9,266823.6 6745235.2,266826.2 6745220.4,266829.5 6745221.0,266829.2 6745222.5)),((266862.166064575 6745259.26071308,266866.859619454 6745253.77487396,266859.5 6745252.4,266858.4 6745258.6,266862.166064575 6745259.26071308)))
bdnb-bg-PBDS-15Z8-36KC;MULTIPOLYGON (((221301.997602855 6755229.25999562,221316.927603133 6755234.44111619,221326.4 6755207.8,221320.0 6755205.5,221319.7 6755206.1,221313.8 6755204.1,221313.2 6755206.3,221307.8 6755204.4,221306.0 6755209.6,221304.8 6755209.2,221298.134624859 6755227.92101018,221301.997602855 6755229.25999562)))
bdnb-bg-PEJZ-QCR2-ZSCK;MULTIPOLYGON (((267291.8 6771493.0,267298.2 6771474.2,267274.3 6771466.1,267267.9 6771484.8,267291.8 6771493.0)),((267321.1 6771501.9,267324.8 6771503.8,267324.2 6771504.9,267325.9 6771505.6,267327.4 6771506.1,267329.0 6771506.1,267332.8 6771508.1,267336.1 6771501.9,267344.9 6771506.6,267354.1 6771488.9,267327.1 6771474.4,267317.7 6771492.0,267324.4 6771495.6,267321.1 6771501.9)))
bdnb-bg-PGHB-L9SB-6FUC;MULTIPOLYGON (((230709.1 6708760.1,230709.1 6708753.4,230720.3 6708753.3,230720.3 6708750.8,230726.1 6708750.7,230726.1 6708753.3,230730.0 6708753.3,230732.0 6708760.3,230726.1 6708760.2,230709.1 6708760.1)))
bdnb-bg-PNAR-U5ZR-ZYS3;MULTIPOLYGON (((270257.9 6744341.2,270280.0 6744338.2,270280.7 6744339.0,270231.7 6744384.3,270225.9 6744378.6,270224.0 6744376.4,270229.4 6744370.7,270257.9 6744341.2)))
bdnb-bg-PP9X-BKPK-FE74;MULTIPOLYGON (((217279.4 6792301.1,217267.4 6792298.0,217266.2 6792302.4,217278.2 6792305.5,217279.4 6792301.1)),((217282.6 6792320.8,217276.4 6792319.5,217274.8 6792326.9,217280.9 6792328.4,217282.6 6792320.8)),((217354.1 6792339.3,217355.0 6792331.6,217336.5 6792329.9,217335.6 6792337.2,217354.1 6792339.3)))
bdnb-bg-PQ6T-8537-8MTR;MULTIPOLYGON (((317526.4 6769102.1,317527.7 6769117.0,317534.5 6769116.9,317532.9 6769102.1,317526.4 6769102.1)),((317605.5 6769192.2,317605.4 6769190.3,317605 6769186,317598.8 6769186.5,317599.3 6769192.7,317605.5 6769192.2)),((317608.4 6769190.3,317640.8 6769188.4,317638.6 6769159.4,317652.6 6769158.7,317650.6 6769128.9,317656.9 6769128.5,317656.6 6769124.7,317649.7 6769124.9,317649.5 6769119.9,317633.5 6769120.4,317633.5 6769125.0,317630.4 6769125.1,317630.2 6769118.2,317613.7 6769119.1,317613.6 6769121.6,317600.5 6769122.2,317600.4 6769125.7,317596.8 6769126.1,317598.4 6769151.9,317602.5 6769151.7,317602.4 6769150.5,317605.7 6769150.0,317608.4 6769190.3)))
bdnb-bg-PWDN-KATN-C4KQ;MULTIPOLYGON (((301793.4 6726681.7,301795.0 6726674.2,301782.2 6726671.3,301774.0 6726704.6,301771.1 6726715.8,301770.4 6726718.7,301785.9 6726722.4,301786.6 6726719.3,301787.4 6726716.1,301790.3 6726703.6,301797.0 6726705.1,301801.4 6726683.3,301795.1 6726682.0,301793.4 6726681.7)))
bdnb-bg-PWUV-LRVU-NS1J;MULTIPOLYGON (((313206.3 6728280.4,313201.7 6728286.3,313211.6 6728293.6,313215.883678011 6728287.32391361,313224.5 6728293.6,313242.1 6728269.2,313225.7 6728257.4,313208.3 6728281.8,313206.3 6728280.4)))
bdnb-bg-PYUA-E1YJ-7AF7;MULTIPOLYGON (((218751.0 6756883.4,218751.5 6756883.5,218758.3 6756884.8,218762.9 6756885.6,218762.3 6756875.4,218761.6 6756863.9,218765.1 6756863.6,218764.4 6756853.8,218760.8 6756854.1,218760.6 6756849.7,218760.6 6756849.5,218751.8 6756851.8,218752.0 6756854.8,218752.6 6756854.7,218752.8 6756857.6,218736.1 6756858.8,218736.7 6756866.8,218741.3 6756866.4,218741.2 6756865.2,218749.6 6756864.5,218749.7 6756865.7,218750.4 6756876.2,218756.4 6756875.8,218756.5 6756877.7,218750.6 6756878.2,218751.0 6756883.4)))
bdnb-bg-Q15G-KQYQ-6Z9J;MULTIPOLYGON (((317008.6 6738152.4,317028.7 6738153.0,317029.1 6738143.8,317056.7 6738144.7,317056.8 6738140.4,317008.4 6738140.0,317008.6 6738152.4)),((317008.916488644 6738140.0042685,317056.8 6738140.4,317057.7 6738129.1,317064.2 6738129.0,317064.9 6738105.1,317068.8 6738105.2,317068.5 6738119.8,317091.4 6738120.2,317091.970970889 6738095.00590953,317088.573452408 6738094.91620025,317069.118575005 6738094.42722364,317061.712295427 6738094.20437157,317058.7 6738094.3,317012.0 6738092.9,317011.998764586 6738092.7085108,317010.403350308 6738092.6605054,317009.393499754 6738128.21822514,317008.916488644 6738140.0042685)),((317005.4 6738161.0,317005.5 6738167.3,317034.6 6738166.6,317034.4 6738160.7,317005.4 6738161.0)),((317101.5 6738186.8,317101.6 6738189.9,317103.7 6738189.8,317103.5 6738186.6,317101.5 6738186.8)))
bdnb-bg-Q2L3-X5MD-PY5T;MULTIPOLYGON (((300158.6 6729582.1,300172.2 6729597.0,300183.4 6729586.8,300186.4 6729584.0,300172.8 6729569.4,300169.8 6729571.9,300158.6 6729582.1)))
bdnb-bg-Q48B-85VQ-P4DK;MULTIPOLYGON (((252994.2 6746610.8,252964.0 6746629.8,252949 6746606,252957.7 6746600.5,252957.3 6746599.8,252962.1 6746596.9,252963.7 6746599.5,252980.5 6746589.0,252994.2 6746610.8)))
bdnb-bg-Q8W8-LS9A-L98R;MULTIPOLYGON (((286537.7 6777464.4,286540.5 6777465.0,286538.9 6777473.2,286566.0 6777478.9,286567.2 6777472.8,286577.8 6777474.8,286579.0 6777468.9,286589.7 6777471.0,286593.2 6777453.0,286585.4 6777451.4,286586.0 6777447.6,286580.2 6777446.3,286579.4 6777450.1,286563.2 6777447.0,286563.7 6777443.2,286558.1 6777442.1,286542.8 6777438.4,286540.6 6777449.7,286537.7 6777464.4)))
bdnb-bg-Q9J4-GN5N-NRDB;MULTIPOLYGON (((295769.9 6764274.6,295771.3 6764274.6,295770.9 6764251.0,295759.9 6764251.1,295759.9 6764259.7,295763.0 6764259.8,295763.4 6764274.8,295761.3 6764274.8,295761.6 6764282.5,295769.9 6764282.6,295769.9 6764274.6)),((295789.6 6764256.1,295789.7 6764248.6,295775.6 6764248.5,295775.4 6764255.8,295789.6 6764256.1)))
bdnb-bg-Q9Z6-FG38-YP9X;MULTIPOLYGON (((224945.8 6761453.9,224908.2 6761437.5,224916.7 6761418.2,224918.2 6761418.9,224918.5 6761418.0,224929.0 6761422.4,224928.5 6761423.4,224954.6 6761434.8,224945.8 6761453.9)))
bdnb-bg-QACF-JHFQ-LP22;MULTIPOLYGON (((271150.5 6734775.1,271153.5 6734772.6,271154.0 6734772.1,271151.8 6734769.5,271148.2 6734772.5,271150.5 6734775.1)))
bdnb-bg-QFCZ-VWPG-6ELG;MULTIPOLYGON (((221764.7 6753270.4,221767.9 6753263.9,221771.8 6753255.8,221765.4 6753254.5,221762.1 6753261.2,221758.6 6753267.7,221764.7 6753270.4)),((221771.0 6753285.8,221770.5 6753286.8,221761.7 6753283.4,221756.4 6753295.3,221759.2 6753296.5,221763.7 6753298.5,221765.3 6753299.1,221769.8 6753289.0,221774.8 6753291.1,221779.4 6753292.9,221781.0 6753288.7,221776.5 6753286.9,221776.0 6753288.1,221771.0 6753285.8)),((221786.7 6753271.3,221788.3 6753265.7,221784.5 6753264.6,221783.4 6753264.2,221779.7 6753263.1,221776.8 6753271.6,221772.9 6753283.1,221782.4 6753285.9,221784.5 6753279.0,221786.7 6753271.3)))
bdnb-bg-QFV2-HPRS-31T2;MULTIPOLYGON (((211770.6 6760830.6,211769.8 6760830.2,211763.9 6760840.8,211764.9 6760841.4,211762.9 6760845.3,211769.8 6760848.8,211772.8 6760843.4,211774.8 6760844.7,211778.7 6760837.3,211776.6 6760836.0,211780.2 6760829.3,211782.5 6760830.6,211783.9 6760827.9,211786.9 6760822.3,211784.5 6760821.2,211785.5 6760819.7,211778.3 6760816.3,211777.4 6760818.4,211776.4 6760818.0,211773.9 6760822.8,211774.6 6760823.2,211770.6 6760830.6)),((211800.2 6760916.7,211798.7 6760919.7,211801.9 6760921.5,211803.8 6760918.4,211800.2 6760916.7)))
bdnb-bg-QLG5-271D-YCC6;MULTIPOLYGON (((242058.9 6738888.5,242058.9 6738886.1,242056.8 6738886.3,242053.7 6738882.7,242042.0 6738890.3,242036.8 6738881.7,242043.1 6738877.7,242043.9 6738878.4,242049.8 6738874.4,242050.6 6738875.2,242054 6738873,242061.5 6738872.2,242064.9 6738873.6,242065.8 6738872.9,242073.9 6738876.5,242074.5 6738875.9,242079.1 6738877.7,242078.9 6738878.8,242083.0 6738881.3,242079.3 6738889.1,242075.6 6738887.4,242075.1 6738888.1,242063.7 6738883.7,242062.0 6738885.7,242062.7 6738888.4,242058.9 6738888.5)))
bdnb-bg-QSN3-9X8L-FEKZ;MULTIPOLYGON (((298272.1 6739748.6,298272.7 6739751.6,298273.1 6739754.1,298270.7 6739754.9,298271.4 6739757.4,298269.9 6739757.9,298261.9 6739760.4,298260.7 6739752.1,298272.1 6739748.6)))
bdnb-bg-QVAG-6R2A-LQAW;MULTIPOLYGON (((304021.0 6780696.6,304032.5 6780704.3,304035 6780706,304031.2 6780711.7,304041.6 6780718.7,304045.4 6780713.1,304053.8 6780700.8,304029.4 6780684.2,304021.0 6780696.6)))
bdnb-bg-QVNU-3BF9-FUSJ;MULTIPOLYGON (((268997.7 6768894.5,268979.6 6768904.4,268984.1 6768912.7,268986.6 6768917.5,268993.9 6768931.2,268996.5 6768936.1,269014.6 6768926.3,269011.9 6768921.4,269005.5 6768909.3,268997.7 6768894.5)))
bdnb-bg-QWYX-WSRZ-Z6X7;MULTIPOLYGON (((234185.6 6756003.5,234190.8 6756002.9,234189.1 6755990.8,234184.2 6755991.4,234185.6 6756003.5)),((234192.6 6756018.8,234191.6 6756012.9,234186.9 6756013.5,234187.6 6756019.4,234192.6 6756018.8)),((234191.5 6756029.8,234190.6 6756023.0,234191.9 6756022.9,234191.7 6756021.4,234188 6756022,234189.1 6756030.1,234191.5 6756029.8)))
bdnb-bg-QY1U-Q4VZ-YP6E;MULTIPOLYGON (((220034.9 6761536.6,220014.4 6761535.1,220012.6 6761559.3,220032.5 6761560.9,220033.5 6761547.0,220039.1 6761547.5,220038.4 6761543.9,220036.3 6761543.7,220034.9 6761536.6)))
bdnb-bg-QY79-R4GN-9NU6;MULTIPOLYGON (((267895.217176533 6749030.08858383,267906.962394267 6749031.60890584,267906.832756098 6749032.50958566,267909.877724405 6749032.91067049,267909.906393933 6749032.68577416,267916.459108238 6749033.54321451,267916.453064174 6749033.66619611,267919.820491571 6749034.05483709,267921.009228863 6749024.39866075,267917.888781856 6749024.02339959,267917.6 6749027.2,267916.591136995 6749027.08214217,267916.580535267 6749027.18455958,267896.181243331 6749024.80283829,267895.217176533 6749030.08858383)))
bdnb-bg-R1B9-4WNT-SF7R;MULTIPOLYGON (((223862.2 6753276.7,223860.6 6753276.6,223860.1 6753289.6,223859.8 6753290.1,223852.1 6753291.9,223853.026787394 6753297.38349208,223861.476480642 6753295.6150396,223861.362424237 6753295.13379879,223863.303787059 6753276.77884193,223862.2 6753276.7)))
bdnb-bg-R3TX-QBH7-4MBZ;MULTIPOLYGON (((288584.1 6761440.0,288580.5 6761445.6,288583.5 6761447.6,288587.1 6761441.9,288585.9 6761441.2,288584.1 6761440.0)))
bdnb-bg-R4JD-G1GN-LD7C;MULTIPOLYGON (((267795.2 6744994.4,267796.3 6744997.6,267789.5 6745000.1,267792.6 6745008.5,267799.8 6745006.0,267802.6 6745015.8,267814.1 6745010.7,267809.9 6744997.3,267811.7 6744996.5,267808.6 6744988.4,267801.4 6744990.3,267802.3 6744992.2,267795.2 6744994.4)))
bdnb-bg-R7BB-XND9-LD2H;MULTIPOLYGON (((219969.9 6762069.1,219967.7 6762051.1,219977.6 6762049.9,219979.8 6762067.9,219969.9 6762069.1)))
bdnb-bg-R83N-HTM1-RP3H;MULTIPOLYGON (((229837.0 6762779.9,229836.4 6762804.3,229812.9 6762803.8,229813.8 6762779.3,229837.0 6762779.9)))
bdnb-bg-R8JN-WUYV-L8H2;MULTIPOLYGON (((272270.9 6764898.0,272267.1 6764896.6,272262.9 6764906.5,272259.6 6764914.2,272262.5 6764915.3,272264.9 6764909.9,272265.7 6764909.9,272268.9 6764910.9,272271.5 6764912.2,272268.3 6764921.5,272273.7 6764924.1,272276.9 6764913.3,272277.8 6764909.4,272277.4 6764909.0,272280.0 6764901.7,272273.6 6764899.1,272270.9 6764898.0)))
bdnb-bg-R8N8-GR9K-AC37;MULTIPOLYGON (((216436.8 6765037.7,216470.5 6765034.7,216472.7 6765059.5,216455.9 6765061.0,216456.4 6765067.0,216439.4 6765068.5,216436.8 6765037.7)))
bdnb-bg-R9J9-AAE4-2PKV;MULTIPOLYGON (((274248.4 6740212.8,274248.8 6740206.9,274251.1 6740207.0,274251.6 6740201.9,274227.7 6740199.5,274227.2 6740204.5,274239.0 6740205.9,274238.5 6740211.9,274248.4 6740212.8)),((274916.3 6740095.5,274918.9 6740103.9,274924.4 6740102.2,274921.7 6740093.5,274916.3 6740095.5)),((275042.8 6740234.0,275055.8 6740233.5,275055.1 6740207.4,275042.4 6740208.1,275042.8 6740234.0)),((275091.0 6740139.5,275075.3 6740135.7,275065.2 6740172.8,275081.7 6740176.6,275091.0 6740139.5)),((275095.8 6740402.7,275093.9 6740417.3,275101.2 6740418.0,275102.9 6740403.5,275095.8 6740402.7)),((275100.3 6740425.3,275104.3 6740425.8,275107.8 6740426.2,275111.3 6740426.5,275114.5 6740426.9,275118.2 6740427.3,275121.8 6740427.7,275125.1 6740428.1,275128.4 6740428.4,275131.7 6740428.8,275135.2 6740429.2,275136.1 6740421.9,275132.6 6740421.5,275129.4 6740421.2,275126.1 6740420.8,275122.7 6740420.4,275119.1 6740420.0,275115.5 6740419.6,275112.1 6740419.2,275108.6 6740418.9,275105.2 6740418.5,275101.2 6740418.0,275100.3 6740425.3)),((275118 6740399,275114.5 6740398.6,275111.3 6740398.2,275107.5 6740397.7,275103.6 6740397.2,275102.9 6740403.5,275106.9 6740404.0,275110.6 6740404.5,275113.6 6740404.8,275117.3 6740405.2,275120.8 6740405.6,275124.4 6740406.1,275125.1 6740399.9,275121.5 6740399.4,275118 6740399)),((275187.8 6740329.1,275159.5 6740294.6,275130.9 6740318.5,275159.5 6740352.8,275187.8 6740329.1)))
bdnb-bg-RF4Y-DEFQ-5138;MULTIPOLYGON (((243191.6 6738094.7,243193.7 6738097.2,243209.0 6738084.5,243200.0 6738073.6,243194.6 6738067.1,243187.4 6738066.5,243186.4 6738067.3,243194.7 6738076.2,243183.8 6738085.6,243184.6 6738086.6,243191.6 6738094.7)))
bdnb-bg-RFL5-97NE-HEG9;MULTIPOLYGON (((257287.2 6737275.8,257281.7 6737280.5,257280.8 6737279.7,257279.9 6737280.6,257276.4 6737276.2,257278.4 6737274.4,257278.6 6737272.6,257277.7 6737271.0,257281.2 6737268.2,257287.2 6737275.8)))
bdnb-bg-RK43-2HH5-NEWM;MULTIPOLYGON (((278684.9 6764445.5,278673.5 6764448.9,278667.0 6764427.6,278668.2 6764425.9,278681.1 6764421.9,278682.7 6764426.8,278698.1 6764422.0,278702.7 6764436.7,278702.5 6764436.7,278698 6764438,278683.9 6764441.9,278684.9 6764445.5)))
bdnb-bg-RM8A-V4FW-T6VM;MULTIPOLYGON (((269791.2 6743856.7,269792.7 6743855.9,269791.6 6743853.9,269791.1 6743854.2,269790.4 6743854.2,269790 6743854,269789.6 6743853.7,269789.2 6743853.1,269789.0 6743851.8,269789.3 6743851.2,269789.8 6743850.7,269790.7 6743850.5,269791.3 6743850.6,269792.1 6743851.0,269792.3 6743851.3,269793.5 6743850.6,269792.6 6743849.1,269803.4 6743843.1,269808.4 6743852.1,269793.3 6743860.5,269791.2 6743856.7)))
bdnb-bg-RR34-MV1D-JM7A;MULTIPOLYGON (((303580.2 6743862.5,303596.3 6743848.7,303605.8 6743859.6,303589.3 6743873.4,303580.2 6743862.5)))
bdnb-bg-RRTZ-5FNN-2XBH;MULTIPOLYGON (((243762.759580633 6768605.49538003,243763.654356938 6768603.94558201,243765.443909549 6768603.94558201,243766.338685854 6768605.49538003,243765.443909549 6768607.04517806,243763.654356938 6768607.04517806,243762.759580633 6768605.49538003)))
bdnb-bg-RTSR-R49Y-NAP9;MULTIPOLYGON (((287987.1 6731361.6,287988.5 6731366.5,287989.6 6731366.2,287991.0 6731365.8,287993.0 6731373.6,287994.5 6731373.3,287994.9 6731374.7,287995.1 6731375.7,287995.5 6731377.2,287989.7 6731378.8,287989.1 6731379.0,287988.5 6731379.2,287986.1 6731379.8,287986.3 6731380.8,287981.4 6731382.2,287980.6 6731382.4,287980.0 6731382.6,287979.1 6731379.1,287976.5 6731379.9,287974.7 6731378.1,287974.4 6731377.9,287974.4 6731377.6,287971.8 6731369.1,287971.8 6731369.0,287981.5 6731365.6,287980.8 6731363.5,287987.1 6731361.6)))
bdnb-bg-RURY-V52L-SY47;MULTIPOLYGON (((227965.8 6783278.1,227962.9 6783275.9,227950.4 6783266.8,227943.3 6783276.2,227952.0 6783282.5,227954.0 6783279.9,227956.6 6783281.5,227955.2 6783283.3,227959.5 6783286.5,227965.8 6783278.1)),((227997.7 6783302.9,227994.1 6783300.5,227993.5 6783301.4,227973.0 6783286.1,227964.8 6783297.5,227965.3 6783298.9,227988.2 6783315.7,227995.1 6783306.2,227996.0 6783307.7,227999.5 6783305.4,227997.7 6783302.9)))
bdnb-bg-RVMU-Q82K-HMVU;MULTIPOLYGON (((250502.5 6768594.9,250495.0 6768579.4,250496.7 6768578.5,250482.0 6768548.4,250484.8 6768547.1,250502.6 6768538.2,250524.2 6768582.0,250506.3 6768590.5,250507.7 6768593.7,250504.9 6768595.3,250504.2 6768593.9,250502.5 6768594.9)))
bdnb-bg-RY82-9H4H-VWMP;MULTIPOLYGON (((264735.607598625 6769617.75626506,264756.39031256 6769629.55800896,264756.606801019 6769629.14089755,264757.022633615 6769629.37548523,264758.7 6769626.5,264759.969112987 6769624.2619943,264759.532727772 6769624.01102695,264766.553220032 6769611.61479635,264745.322078295 6769599.58067021,264745.209287231 6769599.77842055,264744.768218507 6769600.55450551,264745.2 6769600.8,264735.607598625 6769617.75626506)),((264756.6 6769630.1,264760.4 6769632.3,264762.5 6769628.6,264758.7 6769626.5,264756.6 6769630.1)))
bdnb-bg-RYCG-H1JQ-AM7U;MULTIPOLYGON (((243745.0 6771289.5,243753.3 6771280.2,243759.2 6771278.6,243757.9 6771273.0,243757.2 6771273.1,243749.3 6771274.8,243744.8 6771280.2,243737.7 6771273.2,243733.3 6771278.0,243745.0 6771289.5)))
bdnb-bg-S1LE-6VBS-5S75;MULTIPOLYGON (((234699.6 6710107.5,234668.6 6710073.9,234680.2 6710063.4,234711.0 6710096.9,234699.6 6710107.5)))
bdnb-bg-S4H6-N7JE-WL63;MULTIPOLYGON (((276132.488403829 6740529.11088478,276124.106356556 6740521.55172395,276121.4 6740526.9,276129.2 6740532.3,276130.7 6740533.2,276133.953525716 6740536.99578,276138.439914064 6740539.97868229,276139.623424802 6740540.79886329,276142.2 6740536.6,276143.9 6740533.6,276141.6 6740532.2,276139.5 6740535.1,276137.7 6740533.9,276138.3 6740533.0,276137.5 6740532.4,276136.0 6740530.9,276137.6 6740529.7,276137.200620815 6740529.34341144,276135.232649156 6740530.8411683,276134.782950114 6740531.1852664,276133.142099483 6740529.7018575,276132.488403829 6740529.11088478)))
bdnb-bg-S536-YN9S-5FNE;MULTIPOLYGON (((293669.3 6729065.4,293668.8 6729095.9,293684.5 6729096.2,293684.8 6729065.3,293669.3 6729065.4)))
bdnb-bg-SBFM-5QCL-FZ88;MULTIPOLYGON (((298010.9 6773441.6,298019.7 6773442.4,298019.8 6773441.0,298021.3 6773441.1,298021.5 6773438.2,298020.1 6773438.1,298020.1 6773437.8,298018.7 6773437.7,298018.8 6773436.3,298020.2 6773436.4,298020.4 6773434.5,298016.2 6773430.2,298011.9 6773429.8,298010.9 6773441.6)))
bdnb-bg-SFLB-85BG-4MPA;MULTIPOLYGON (((299239.0 6772961.2,299231.5 6772996.1,299210.7 6772991.7,299218.2 6772956.9,299239.0 6772961.2)))
bdnb-bg-SFNE-Z7DN-T683;MULTIPOLYGON (((220890.9 6760177.3,220901.7 6760188.0,220922.4 6760167.6,220911.7 6760156.7,220909.3 6760154.5,220907.0 6760156.9,220908 6760158,220907.5 6760158.7,220896.0 6760170.1,220897.1 6760171.3,220890.9 6760177.3)))
bdnb-bg-SGHV-QBAM-EATC;MULTIPOLYGON (((297672.0 6785496.8,297650.7 6785513.3,297648.8 6785510.6,297642.2 6785515.1,297637.9 6785511.2,297635.5 6785508.2,297634.4 6785506.0,297634.2 6785504.7,297635.5 6785503.4,297627.1 6785492.7,297625.3 6785493.5,297623.3 6785491.9,297620.6 6785489.3,297618.7 6785486.5,297616.4 6785482.7,297615.4 6785480.5,297616.5 6785479.3,297609.5 6785471.1,297630.5 6785455.5,297638.5 6785465.2,297643.6 6785461.5,297648.6 6785456.9,297674.3 6785489.6,297669.7 6785494.1,297672.0 6785496.8)))
bdnb-bg-SGT2-W85G-HQ23;MULTIPOLYGON (((294619.4 6770894.0,294625.5 6770885.7,294627.3 6770886.5,294630.0 6770882.9,294628.7 6770881.8,294632.6 6770876.6,294632.5 6770876.4,294626.9 6770871.7,294619.6 6770881.2,294615.2 6770878.0,294611.4 6770883.4,294611.3 6770883.5,294601.1 6770876.2,294598.2 6770880.3,294608.4 6770887.6,294608.3 6770887.7,294609.6 6770888.6,294609.7 6770891.0,294604.8 6770897.6,294605.3 6770898.0,294609.3 6770901.3,294607.6 6770903.9,294612.2 6770907.5,294613.2 6770906.3,294613.5 6770905.8,294615.9 6770907.4,294622.9 6770897.3,294619.2 6770894.3,294619.4 6770894.0)))
bdnb-bg-SHP9-89L4-X68C;MULTIPOLYGON (((298315.3 6759013.8,298316.0 6759000.3,298307.9 6758999.8,298307.2 6759013.4,298315.3 6759013.8)),((298331.2 6759039.5,298329.0 6759039.4,298329.4 6759033.3,298303.7 6759031.7,298303.3 6759037.7,298290.5 6759036.9,298288.8 6759063.6,298298.1 6759064.2,298298.0 6759067.7,298303 6759068,298302.6 6759076.6,298316.1 6759077.3,298316.1 6759078.1,298326.6 6759078.6,298326.7 6759077.0,298337.3 6759077.8,298336.8 6759085.0,298344.3 6759085.5,298345.2 6759072.6,298334.7 6759071.9,298335.4 6759061.2,298329.7 6759060.8,298331.2 6759039.5)),((298356.4 6758996.6,298336.3 6758995.3,298335.3 6759010.3,298355.4 6759011.6,298356.4 6758996.6)))
bdnb-bg-SJ49-K6KH-ARKL;MULTIPOLYGON (((286616.4 6776557.9,286629.2 6776560.5,286634.0 6776535.6,286621.2 6776533.1,286616.4 6776557.9)))
bdnb-bg-SK5Y-1MBZ-SVJ7;MULTIPOLYGON (((253212.4 6746895.6,253215.4 6746892.2,253210.4 6746887.8,253217.7 6746879.4,253190.5 6746855.6,253189.2 6746857.1,253185.8 6746854.2,253176.6 6746864.7,253212.4 6746895.6)),((253229.3 6746880.7,253242.6 6746865.5,253208.6 6746835.7,253198.7 6746847.0,253198.0 6746846.3,253196.8 6746846.8,253194.9 6746845.2,253192.3 6746848.2,253229.3 6746880.7)))
bdnb-bg-SKSU-JQHK-ZR62;MULTIPOLYGON (((289397.7 6733958.9,289393.6 6733943.9,289426.5 6733933.9,289431.2 6733949.1,289397.7 6733958.9)))
bdnb-bg-SPVW-PJPZ-2UC6;MULTIPOLYGON (((229878.5 6762829.0,229879.0 6762829.7,229881.7 6762830.6,229882.4 6762830.1,229883.1 6762828.3,229897.6 6762832.6,229897.3 6762833.8,229902.7 6762835.4,229903.1 6762834.3,229913.2 6762837.2,229920.4 6762839.4,229930.2 6762842.4,229929.0 6762846.5,229944.6 6762851.2,229955.1 6762816.5,229939.5 6762811.8,229940.2 6762809.6,229930.0 6762806.5,229926.6 6762805.5,229919.5 6762828.7,229913.3 6762826.8,229901.1 6762823.2,229908.5 6762800.0,229899.2 6762797.2,229891.8 6762820.2,229881.5 6762817.1,229878.6 6762826.9,229879.2 6762827.1,229878.5 6762829.0)),((229911.8 6762800.7,229913.5 6762801.2,229913.6 6762801.2,229915.5 6762801.8,229916.6 6762798.3,229913.6 6762797.4,229911.0 6762796.5,229909.9 6762800.0,229911.8 6762800.7)),((229913.3 6762806.9,229911.5 6762812.6,229913.5 6762813.2,229916.8 6762814.3,229919.3 6762806.7,229913.9 6762805.0,229913.5 6762806.2,229913.3 6762806.9)))
bdnb-bg-SS9Y-J5Q6-64CT;MULTIPOLYGON (((249483.6 6806301.9,249471.4 6806304.9,249475.0 6806316.4,249487.0 6806314.2,249483.6 6806301.9)))
bdnb-bg-STA8-2BA2-LY9M;MULTIPOLYGON (((264327.6 6771711.3,264322.4 6771711.1,264314.4 6771710.2,264313.4 6771723.7,264316.2 6771724.0,264314.6 6771742.2,264334.3 6771744.2,264338.3 6771707.4,264338.6 6771699.1,264327.9 6771697.9,264327.2 6771706.5,264328.2 6771706.6,264327.6 6771711.3)),((264330.4 6771759.2,264320.3 6771758.4,264319.7 6771764.5,264329.9 6771765.0,264330.4 6771759.2)))
