"Column","Type","Size","Nulls","Auto","Default","Children","Parents","Comments"
"radon_alea","text","2147483647","√","","null","","","(radon) alea du risque radon"
"rnc_numero_immat_principal","varchar","30","√","","null","","","numéro d’immatriculation principal associé au bâtiment groupe. (numéro d’immatriculation copropriété qui comporte le plus de lots)"
"rnc_periode_construction_max","text","2147483647","√","","null","","","(rnc) Période de construction du local le plus récent"
"rnc_l_annee_construction","_text","2147483647","√","","null","","","Liste des années de construction"
"rnc_nb_ascenseurs","numeric","0","√","","null","","","(rnc) 1 si probable presence d’ascenseur dans la copropriété"
"rnc_nb_classe_ener_a","numeric","0","√","","null","","","Nombre de logements avec un DPE énergie de classe A"
"rnc_nb_classe_ener_b","numeric","0","√","","null","","","Nombre de logements avec un DPE énergie de classe B"
"rnc_nb_classe_ener_c","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie C"
"rnc_nb_classe_ener_d","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie D"
"rnc_nb_classe_ener_e","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie E"
"rnc_nb_classe_ener_f","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie F"
"rnc_nb_classe_ener_g","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie G"
"rnc_nb_classe_ener_nc","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie NC"
"rnc_nb_lot_garpark","numeric","0","√","","null","","","Nombre de lots de stationnement"
"rnc_nb_lot_tot","numeric","0","√","","null","","","Nombre total de lots"
"rnc_nb_log","numeric","0","√","","null","","","Nombre de logements déclaré dans le registre national des copropriétés pour le groupe de bâtiments"
"rnc_nb_lot_tertiaire","numeric","0","√","","null","","","Nombre de lots de type bureau et commerce"
"rnc_l_nom_copro","_text","2147483647","√","","null","","","(rnc) liste des noms des copropriétés"
"rnc_l_type_chauffage","_text","2147483647","√","","null","","","(rnc) Mode de chauffage"
"rnc_chauffage_collectif_urbain","bool","1","√","","null","","","(rnc) Présence d’un chauffage collectif urbain ?"
"rnc_l_energie_chauffage_collectif","_text","2147483647","√","","null","","","(rnc) énergie du chauffage collectif (non urbain)"
"rnc_l_siret","_text","2147483647","√","","null","","","liste de siret"
"rnc_copro_dans_pvd","bool","1","√","","null","","","(rnc) au moins une des coproprietés est dans le programme petites villes de demain"
"rpls_rpls_open","bool","1","√","","null","","","True si tous les logements integrés sont en open"
"rpls_nb_classe_ener_a","numeric","0","√","","null","","","Nombre de logements avec un DPE énergie de classe A"
"rpls_nb_classe_ener_b","numeric","0","√","","null","","","Nombre de logements avec un DPE énergie de classe B"
"rpls_nb_classe_ener_c","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie C"
"rpls_nb_classe_ener_d","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie D"
"rpls_nb_classe_ener_e","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie E"
"rpls_nb_classe_ener_f","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie F"
"rpls_nb_classe_ener_g","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie G"
"rpls_nb_classe_ener_nc","numeric","0","√","","null","","","Nombre de logements ayant la classe DPE énergie NC"
"rpls_classe_ener_principale","text","2147483647","√","","null","","","(rpls) classe DPE énergie principale"
"rpls_nb_classe_ges_a","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat A"
"rpls_nb_classe_ges_b","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat B"
"rpls_nb_classe_ges_c","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat C"
"rpls_nb_classe_ges_d","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat D"
"rpls_nb_classe_ges_e","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat E"
"rpls_nb_classe_ges_f","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat F"
"rpls_nb_classe_ges_g","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat G"
"rpls_nb_classe_ges_nc","numeric","0","√","","null","","","(rpls) Nombre de logements ayant la classe DPE climat NC"
"rpls_classe_ges_principale","text","2147483647","√","","null","","","(rpls) classe DPE climat principale"
"rpls_accessible_pmr","bool","1","√","","null","","","(rpls) Présence d’au moins un logement PMR"
"rpls_dans_qpv","bool","1","√","","null","","","(rpls) Immeuble dans un QPV"
"rpls_l_annee_construction","_text","2147483647","√","","null","","","Liste des années de construction"
"rpls_l_ident_org","_text","2147483647","√","","null","","","(rpls) Identifiant de l’organisme bailleur"
"rpls_l_raison_sociale","_text","2147483647","√","","null","","","(rpls) Raisons sociales des Bailleurs"
"rpls_raison_sociale_principal","text","2147483647","√","","null","","","(rpls) Raison sociale principal au niveau batiment_groupe"
"rpls_loyer_moyen","numeric","0","√","","null","","","(rpls) Loyer moyen, tous usages confondus"
"rpls_loyer_moyen_m2","numeric","10,1","√","","null","","","(rpls) Loyer moyen au m² €/m²"
"rpls_nb_loc_assoc","numeric","0","√","","null","","","(rpls) Nombre de locaux associatifs"
"rpls_nb_log_loue","numeric","0","√","","null","","","(ffo) Nombre de logements loués avec un bail classique"
"rpls_nb_log_vac","numeric","0","√","","null","","","(ffo) Nombre de logements d’habitation vacants (Somme du champ nloghvac)"
"rpls_l_bat_nom","_text","2147483647","√","","null","","","(rpls) Nom du bâtiment"
"rpls_l_cat_org","_text","2147483647","√","","null","","","(rpls) Catégories des organismes bailleurs"
"rpls_l_siret","_text","2147483647","√","","null","","","liste de siret"
"rpls_siret_principal","text","2147483647","√","","null","","","(rpls) SIRET"
"rpls_nb_log","numeric","0","√","","null","","","Nombre de logements sociaux déclaré dans le RPLS pour le groupe de bâtiments"
"rpls_s_log_hab","numeric","0","√","","null","","","(rpls) Surface de logements d’habitation m²"
"rpls_type_construction","_text","2147483647","√","","null","","","(rpls) Type de construction"
"id_reseau","varchar","2147483647","√","","null","","","(France chaleur urbaine) Identifiant national du réseau."
"potentiel_raccordement_reseau_chaleur","varchar","2147483647","√","","null","","","Indicateur de potentiel de raccordement au réseau de chaleur. L’indicateur dépend de la distance entre le bâtiment et le réseau et du type de circuit de chauffage existant du bâtiment. Enfin, si le bâtiment est déjà raccordé alors il est indiqué comme tel."
"potentiel_obligation_raccordement","varchar","2147483647","√","","null","","","Indique si le bâtiment est éventuellement dans l’obligation de se raccorder lors de certains travaux de rénovation. Pour que potentiel_obligation_raccordement soit possible, le bâtiment doit être situé à moins de 100m d’un réseau classé et son système de chauffage indiqué comme collectif. Attention, cet indicateur n’est qu’à titre d’information."
"indicateur_systeme_chauffage","varchar","2147483647","√","","null","","","Indication sur le système de chauffage en vue d’un potentiel raccordement au réseau de chaleur"
"indicateur_distance_au_reseau","varchar","2147483647","√","","null","","","Indication sur la distance entre le bâtiment et le point au réseau de chaleur le plus proche en vue d’un potentiel raccordement au réseau."
"consommation_chaleur_par_rapport_distance_au_reseau","varchar","2147483647","√","","null","","","Indication sur la consommation de chaleur du bâtiment et sa distance au réseau. Plus un bâtiment consomme plus celui-ci peut être éloigné du réseau et malgré tout être raccordé. Ici, si la distance entre le bâtiment et le réseau est suffisamment proche par rapport à sa consommation, la consommation est noté ‘suffisante’, sinon elle est notée ‘trop faible’."
